date,nation,continent,oppenent,o_continent,score,o_score,tournament,result
1994-01-26,China PR,Asia,Saudi Arabia,Asia,1,1,Frendly,Draw
1994-01-26,Saudi Arabia,Asia,China PR,Asia,1,1,Frendly,Draw
1994-01-27,Grenada,North America,Barbados,North America,2,3,Others,Lose
1994-01-27,Barbados,North America,Grenada,North America,3,2,Others,Win
1994-01-27,Finland,Europe,Qatar,Asia,0,0,Frendly,Draw
1994-01-27,Qatar,Asia,Finland,Europe,0,0,Frendly,Draw
1994-01-28,Venezuela,South America,Colombia,South America,1,2,Frendly,Lose
1994-01-28,Colombia,South America,Venezuela,South America,2,1,Frendly,Win
1994-01-29,Guinea,Africa,Burkina Faso,Africa,1,1,Frendly,Draw
1994-01-29,Burkina Faso,Africa,Guinea,Africa,1,1,Frendly,Draw
1994-01-29,Niger,Africa,Côte d'Ivoire,Africa,3,5,Frendly,Lose
1994-01-29,Côte d'Ivoire,Africa,Niger,Africa,5,3,Frendly,Win
1994-01-29,Russia,Europe,USA,North America,1,1,Frendly,Draw
1994-01-29,USA,North America,Russia,Europe,1,1,Frendly,Draw
1994-01-30,Côte d'Ivoire,Africa,Burkina Faso,Africa,1,0,Frendly,Win
1994-01-30,Burkina Faso,Africa,Côte d'Ivoire,Africa,0,1,Frendly,Lose
1994-01-30,Niger,Africa,Guinea,Africa,3,1,Frendly,Win
1994-01-30,Guinea,Africa,Niger,Africa,1,3,Frendly,Lose
1994-01-30,Finland,Europe,Oman,Asia,2,0,Frendly,Win
1994-01-30,Oman,Asia,Finland,Europe,0,2,Frendly,Lose
1994-01-30,Senegal,Africa,Mali,Africa,0,0,Frendly,Draw
1994-01-30,Mali,Africa,Senegal,Africa,0,0,Frendly,Draw
1994-02-01,Oman,Asia,Finland,Europe,1,1,Frendly,Draw
1994-02-01,Finland,Europe,Oman,Asia,1,1,Frendly,Draw
1994-02-02,Morocco,Africa,Egypt,Africa,1,1,Others,Draw
1994-02-02,Egypt,Africa,Morocco,Africa,1,1,Others,Draw
1994-02-02,Russia,Europe,Mexico,North America,4,1,Frendly,Win
1994-02-02,Mexico,North America,Russia,Europe,1,4,Frendly,Lose
1994-02-02,Slovakia,Europe,United Arab Emirates,Asia,1,0,Others,Win
1994-02-02,United Arab Emirates,Asia,Slovakia,Europe,0,1,Others,Lose
1994-02-04,Egypt,Africa,Slovakia,Europe,1,0,Others,Win
1994-02-04,Slovakia,Europe,Egypt,Africa,0,1,Others,Lose
1994-02-04,Oman,Asia,Kenya,Africa,1,0,Frendly,Win
1994-02-04,Kenya,Africa,Oman,Asia,0,1,Frendly,Lose
1994-02-04,United Arab Emirates,Asia,Morocco,Africa,1,1,Others,Draw
1994-02-04,Morocco,Africa,United Arab Emirates,Asia,1,1,Others,Draw
1994-02-06,Morocco,Africa,Slovakia,Europe,2,1,Others,Win
1994-02-06,Slovakia,Europe,Morocco,Africa,1,2,Others,Lose
1994-02-06,Oman,Asia,Kenya,Africa,2,0,Frendly,Win
1994-02-06,Kenya,Africa,Oman,Asia,0,2,Frendly,Lose
1994-02-06,Saudi Arabia,Asia,Colombia,South America,1,1,Frendly,Draw
1994-02-06,Colombia,South America,Saudi Arabia,Asia,1,1,Frendly,Draw
1994-02-06,United Arab Emirates,Asia,Egypt,Africa,0,1,Others,Lose
1994-02-06,Egypt,Africa,United Arab Emirates,Asia,1,0,Others,Win
1994-02-07,Gambia,Africa,Senegal,Africa,0,0,Frendly,Draw
1994-02-07,Senegal,Africa,Gambia,Africa,0,0,Frendly,Draw
1994-02-08,Malta,Europe,Tunisia,Africa,1,1,Others,Draw
1994-02-08,Tunisia,Africa,Malta,Europe,1,1,Others,Draw
1994-02-09,Spain,Europe,Poland,Europe,1,1,Frendly,Draw
1994-02-09,Poland,Europe,Spain,Europe,1,1,Frendly,Draw
1994-02-10,Slovenia,Europe,Tunisia,Africa,2,2,Others,Draw
1994-02-10,Tunisia,Africa,Slovenia,Europe,2,2,Others,Draw
1994-02-12,Malawi,Africa,Zambia,Africa,0,3,Frendly,Lose
1994-02-12,Zambia,Africa,Malawi,Africa,3,0,Frendly,Win
1994-02-12,Malta,Europe,Slovenia,Europe,0,1,Others,Lose
1994-02-12,Slovenia,Europe,Malta,Europe,1,0,Others,Win
1994-02-13,Malawi,Africa,Zambia,Africa,0,2,Frendly,Lose
1994-02-13,Zambia,Africa,Malawi,Africa,2,0,Frendly,Win
1994-02-13,Romania,Europe,USA,North America,2,1,Others,Win
1994-02-13,USA,North America,Romania,Europe,1,2,Others,Lose
1994-02-16,Italy,Europe,France,Europe,0,1,Frendly,Lose
1994-02-16,France,Europe,Italy,Europe,1,0,Frendly,Win
1994-02-16,Korea,Asia,Romania,Europe,1,2,Frendly,Lose
1994-02-16,Romania,Europe,Korea,Asia,2,1,Frendly,Win
1994-02-16,Malta,Europe,Belgium,Europe,1,0,Frendly,Win
1994-02-16,Belgium,Europe,Malta,Europe,0,1,Frendly,Lose
1994-02-18,Colombia,South America,Sweden,Europe,0,0,Frendly,Draw
1994-02-18,Sweden,Europe,Colombia,South America,0,0,Frendly,Draw
1994-02-18,USA,North America,Bolivia,South America,1,1,Frendly,Draw
1994-02-18,Bolivia,South America,USA,North America,1,1,Frendly,Draw
1994-02-20,Bolivia,South America,Colombia,South America,0,2,Frendly,Lose
1994-02-20,Colombia,South America,Bolivia,South America,2,0,Frendly,Win
1994-02-20,USA,North America,Sweden,Europe,1,3,Frendly,Lose
1994-02-20,Sweden,Europe,USA,North America,3,1,Frendly,Win
1994-02-23,Mali,Africa,Ghana,Africa,0,0,Frendly,Draw
1994-02-23,Ghana,Africa,Mali,Africa,0,0,Frendly,Draw
1994-02-23,Morocco,Africa,Finland,Europe,0,0,Frendly,Draw
1994-02-23,Finland,Europe,Morocco,Africa,0,0,Frendly,Draw
1994-02-24,Mexico,North America,Sweden,Europe,2,1,Frendly,Win
1994-02-24,Sweden,Europe,Mexico,North America,1,2,Frendly,Lose
1994-02-26,Colombia,South America,Korea,Asia,2,2,Frendly,Draw
1994-02-26,Korea,Asia,Colombia,South America,2,2,Frendly,Draw
1994-02-26,Zimbabwe,Africa,Zambia,Africa,2,2,Frendly,Draw
1994-02-26,Zambia,Africa,Zimbabwe,Africa,2,2,Frendly,Draw
1994-02-27,Gabon,Africa,Senegal,Africa,0,0,Frendly,Draw
1994-02-27,Senegal,Africa,Gabon,Africa,0,0,Frendly,Draw
1994-03-02,Mexico,North America,Colombia,South America,0,0,Frendly,Draw
1994-03-02,Colombia,South America,Mexico,North America,0,0,Frendly,Draw
1994-03-05,USA,North America,Korea,Asia,1,0,Frendly,Win
1994-03-05,Korea,Asia,USA,North America,0,1,Frendly,Lose
1994-03-06,Cayman Islands,North America,Jamaica,North America,3,2,Others,Win
1994-03-06,Jamaica,North America,Cayman Islands,North America,2,3,Others,Lose
1994-03-09,Cyprus,Europe,Estonia,Europe,2,0,Frendly,Win
1994-03-09,Estonia,Europe,Cyprus,Europe,0,2,Frendly,Lose
1994-03-09,England,Europe,Denmark,Europe,1,0,Frendly,Win
1994-03-09,Denmark,Europe,England,Europe,0,1,Frendly,Lose
1994-03-09,Hungary,Europe,Switzerland,Europe,1,2,Frendly,Lose
1994-03-09,Switzerland,Europe,Hungary,Europe,2,1,Frendly,Win
1994-03-09,Nigeria,Africa,Ghana,Africa,0,0,Frendly,Draw
1994-03-09,Ghana,Africa,Nigeria,Africa,0,0,Frendly,Draw
1994-03-09,Wales,Europe,Norway,Europe,1,3,Frendly,Lose
1994-03-09,Norway,Europe,Wales,Europe,3,1,Frendly,Win
1994-03-10,Dominican Republic,North America,Haiti,North America,0,1,Others,Lose
1994-03-10,Haiti,North America,Dominican Republic,North America,1,0,Others,Win
1994-03-12,USA,North America,Korea,Asia,1,1,Frendly,Draw
1994-03-12,Korea,Asia,USA,North America,1,1,Frendly,Draw
1994-03-12,Zambia,Africa,Zimbabwe,Africa,2,1,Frendly,Win
1994-03-12,Zimbabwe,Africa,Zambia,Africa,1,2,Frendly,Lose
1994-03-15,Israel,Europe,Ukraine,Europe,1,0,Frendly,Win
1994-03-15,Ukraine,Europe,Israel,Europe,0,1,Frendly,Lose
1994-03-16,Egypt,Africa,Cameroon,Africa,0,0,Frendly,Draw
1994-03-16,Cameroon,Africa,Egypt,Africa,0,0,Frendly,Draw
1994-03-17,Tunisia,Africa,Niger,Africa,4,2,Frendly,Win
1994-03-17,Niger,Africa,Tunisia,Africa,2,4,Frendly,Lose
1994-03-19,Angola,Africa,Gabon,Africa,2,1,Frendly,Win
1994-03-19,Gabon,Africa,Angola,Africa,1,2,Frendly,Lose
1994-03-22,Chile,South America,France,Europe,1,3,Frendly,Lose
1994-03-22,France,Europe,Chile,South America,3,1,Frendly,Win
1994-03-23,Hungary,Europe,Austria,Europe,1,1,Frendly,Draw
1994-03-23,Austria,Europe,Hungary,Europe,1,1,Frendly,Draw
1994-03-23,Argentina,South America,Brazil,South America,0,2,Frendly,Lose
1994-03-23,Brazil,South America,Argentina,South America,2,0,Frendly,Win
1994-03-23,Italy,Europe,Germany,Europe,1,2,Frendly,Lose
1994-03-23,Germany,Europe,Italy,Europe,2,1,Frendly,Win
1994-03-23,Poland,Europe,Greece,Europe,0,0,Frendly,Draw
1994-03-23,Greece,Europe,Poland,Europe,0,0,Frendly,Draw
1994-03-23,Russia,Europe,Republic of Ireland,Europe,0,0,Frendly,Draw
1994-03-23,Republic of Ireland,Europe,Russia,Europe,0,0,Frendly,Draw
1994-03-23,Morocco,Africa,Luxembourg,Europe,2,1,Frendly,Win
1994-03-23,Luxembourg,Europe,Morocco,Africa,1,2,Frendly,Lose
1994-03-23,Romania,Europe,Northern Ireland,Europe,0,2,Frendly,Lose
1994-03-23,Northern Ireland,Europe,Romania,Europe,2,0,Frendly,Win
1994-03-23,Netherlands,Europe,Scotland,Europe,1,0,Frendly,Win
1994-03-23,Scotland,Europe,Netherlands,Europe,0,1,Frendly,Lose
1994-03-23,Croatia,Europe,Spain,Europe,2,0,Frendly,Win
1994-03-23,Spain,Europe,Croatia,Europe,0,2,Frendly,Lose
1994-03-26,Gabon,Africa,Nigeria,Africa,0,3,Others,Lose
1994-03-26,Nigeria,Africa,Gabon,Africa,3,0,Others,Win
1994-03-26,Chile,South America,Saudi Arabia,Asia,2,0,Frendly,Win
1994-03-26,Saudi Arabia,Asia,Chile,South America,0,2,Frendly,Lose
1994-03-26,Mali,Africa,Tunisia,Africa,2,0,Others,Win
1994-03-26,Tunisia,Africa,Mali,Africa,0,2,Others,Lose
1994-03-26,Bolivia,South America,USA,North America,2,2,Frendly,Draw
1994-03-26,USA,North America,Bolivia,South America,2,2,Frendly,Draw
1994-03-27,Guinea,Africa,Ghana,Africa,0,1,Others,Lose
1994-03-27,Ghana,Africa,Guinea,Africa,1,0,Others,Win
1994-03-27,Sierra Leone,Africa,Côte d'Ivoire,Africa,0,4,Others,Lose
1994-03-27,Côte d'Ivoire,Africa,Sierra Leone,Africa,4,0,Others,Win
1994-03-28,Egypt,Africa,Gabon,Africa,4,0,Others,Win
1994-03-28,Gabon,Africa,Egypt,Africa,0,4,Others,Lose
1994-03-29,Senegal,Africa,Guinea,Africa,2,1,Others,Win
1994-03-29,Guinea,Africa,Senegal,Africa,1,2,Others,Lose
1994-03-29,Sierra Leone,Africa,Zambia,Africa,0,0,Others,Draw
1994-03-29,Zambia,Africa,Sierra Leone,Africa,0,0,Others,Draw
1994-03-30,Malta,Europe,Slovakia,Europe,1,2,Frendly,Lose
1994-03-30,Slovakia,Europe,Malta,Europe,2,1,Frendly,Win
1994-03-30,Nigeria,Africa,Egypt,Africa,0,0,Others,Draw
1994-03-30,Egypt,Africa,Nigeria,Africa,0,0,Others,Draw
1994-03-31,Ghana,Africa,Senegal,Africa,1,0,Others,Win
1994-03-31,Senegal,Africa,Ghana,Africa,0,1,Others,Lose
1994-03-31,Zambia,Africa,Côte d'Ivoire,Africa,1,0,Others,Win
1994-03-31,Côte d'Ivoire,Africa,Zambia,Africa,0,1,Others,Lose
1994-04-02,Mali,Africa,Egypt,Africa,1,0,Others,Win
1994-04-02,Egypt,Africa,Mali,Africa,0,1,Others,Lose
1994-04-03,Côte d'Ivoire,Africa,Ghana,Africa,2,1,Others,Win
1994-04-03,Ghana,Africa,Côte d'Ivoire,Africa,1,2,Others,Lose
1994-04-03,Zambia,Africa,Senegal,Africa,1,0,Others,Win
1994-04-03,Senegal,Africa,Zambia,Africa,0,1,Others,Lose
1994-04-06,Slovenia,Europe,Hungary,Europe,1,0,Frendly,Win
1994-04-06,Hungary,Europe,Slovenia,Europe,0,1,Frendly,Lose
1994-04-06,Nigeria,Africa,Côte d'Ivoire,Africa,2,2,Others,Draw
1994-04-06,Côte d'Ivoire,Africa,Nigeria,Africa,2,2,Others,Draw
1994-04-06,Zambia,Africa,Mali,Africa,4,0,Others,Win
1994-04-06,Mali,Africa,Zambia,Africa,0,4,Others,Lose
1994-04-07,Cayman Islands,North America,Haiti,North America,2,3,Others,Lose
1994-04-07,Haiti,North America,Cayman Islands,North America,3,2,Others,Win
1994-04-07,Bolivia,South America,Colombia,South America,1,0,Frendly,Win
1994-04-07,Colombia,South America,Bolivia,South America,0,1,Frendly,Lose
1994-04-09,Suriname,South America,Cayman Islands,North America,2,0,Others,Win
1994-04-09,Cayman Islands,North America,Suriname,South America,0,2,Others,Lose
1994-04-10,Côte d'Ivoire,Africa,Mali,Africa,3,1,Others,Win
1994-04-10,Mali,Africa,Côte d'Ivoire,Africa,1,3,Others,Lose
1994-04-10,Nigeria,Africa,Zambia,Africa,2,1,Others,Win
1994-04-10,Zambia,Africa,Nigeria,Africa,1,2,Others,Lose
1994-04-11,Suriname,South America,Haiti,North America,1,1,Others,Draw
1994-04-11,Haiti,North America,Suriname,South America,1,1,Others,Draw
1994-04-13,Saudi Arabia,Asia,Poland,Europe,0,1,Frendly,Lose
1994-04-13,Poland,Europe,Saudi Arabia,Asia,1,0,Frendly,Win
1994-04-14,Suriname,South America,Trinidad and Tobago,South America,2,3,Others,Lose
1994-04-14,Trinidad and Tobago,South America,Suriname,South America,3,2,Others,Win
1994-04-15,Oman,Asia,Bulgaria,Europe,1,1,Frendly,Draw
1994-04-15,Bulgaria,Europe,Oman,Asia,1,1,Frendly,Draw
1994-04-17,Nigeria,Africa,Colombia,South America,0,1,Frendly,Lose
1994-04-17,Colombia,South America,Nigeria,Africa,1,0,Frendly,Win
1994-04-18,Tunisia,Africa,Saudi Arabia,Asia,2,0,Frendly,Win
1994-04-18,Saudi Arabia,Asia,Tunisia,Africa,0,2,Frendly,Lose
1994-04-20,Argentina,South America,Morocco,Africa,3,1,Frendly,Win
1994-04-20,Morocco,Africa,Argentina,South America,1,3,Frendly,Lose
1994-04-20,Austria,Europe,Scotland,Europe,1,2,Frendly,Lose
1994-04-20,Scotland,Europe,Austria,Europe,2,1,Frendly,Win
1994-04-20,Denmark,Europe,Hungary,Europe,3,1,Frendly,Win
1994-04-20,Hungary,Europe,Denmark,Europe,1,3,Frendly,Lose
1994-04-20,Saudi Arabia,Asia,Iceland,Europe,2,0,Frendly,Win
1994-04-20,Iceland,Europe,Saudi Arabia,Asia,0,2,Frendly,Lose
1994-04-20,Lithuania,Europe,Israel,Europe,1,1,Frendly,Draw
1994-04-20,Israel,Europe,Lithuania,Europe,1,1,Frendly,Draw
1994-04-20,Republic of Ireland,Europe,Netherlands,Europe,1,0,Frendly,Win
1994-04-20,Netherlands,Europe,Republic of Ireland,Europe,0,1,Frendly,Lose
1994-04-20,Liechtenstein,Europe,Northern Ireland,Europe,1,4,Others,Lose
1994-04-20,Northern Ireland,Europe,Liechtenstein,Europe,4,1,Others,Win
1994-04-20,Norway,Europe,Portugal,Europe,0,0,Frendly,Draw
1994-04-20,Portugal,Europe,Norway,Europe,0,0,Frendly,Draw
1994-04-20,Bolivia,South America,Romania,Europe,0,3,Frendly,Lose
1994-04-20,Romania,Europe,Bolivia,South America,3,0,Frendly,Win
1994-04-20,Croatia,Europe,Slovakia,Europe,1,4,Frendly,Lose
1994-04-20,Slovakia,Europe,Croatia,Europe,4,1,Frendly,Win
1994-04-20,Czech Republic,Europe,Switzerland,Europe,0,3,Frendly,Lose
1994-04-20,Switzerland,Europe,Czech Republic,Europe,3,0,Frendly,Win
1994-04-20,Russia,Europe,Turkey,Europe,1,0,Frendly,Win
1994-04-20,Turkey,Europe,Russia,Europe,0,1,Frendly,Lose
1994-04-20,Sweden,Europe,Wales,Europe,2,0,Frendly,Win
1994-04-20,Wales,Europe,Sweden,Europe,0,2,Frendly,Lose
1994-04-22,Eswatini,Africa,Mozambique,Africa,0,1,Frendly,Lose
1994-04-22,Mozambique,Africa,Eswatini,Africa,1,0,Frendly,Win
1994-04-24,South Africa,Africa,Zimbabwe,Africa,1,0,Frendly,Win
1994-04-24,Zimbabwe,Africa,South Africa,Africa,0,1,Frendly,Lose
1994-04-24,USA,North America,Iceland,Europe,1,2,Frendly,Lose
1994-04-24,Iceland,Europe,USA,North America,2,1,Frendly,Win
1994-04-27,Saudi Arabia,Asia,Greece,Europe,1,5,Frendly,Lose
1994-04-27,Greece,Europe,Saudi Arabia,Asia,5,1,Frendly,Win
1994-04-27,Cyprus,Europe,Slovenia,Europe,0,3,Frendly,Lose
1994-04-27,Slovenia,Europe,Cyprus,Europe,3,0,Frendly,Win
1994-04-27,Germany,Europe,United Arab Emirates,Asia,2,0,Frendly,Win
1994-04-27,United Arab Emirates,Asia,Germany,Europe,0,2,Frendly,Lose
1994-04-28,Bulgaria,Europe,Kuwait,Asia,2,2,Frendly,Draw
1994-04-28,Kuwait,Asia,Bulgaria,Europe,2,2,Frendly,Draw
1994-04-30,Chile,South America,USA,North America,2,0,Frendly,Win
1994-04-30,USA,North America,Chile,South America,0,2,Frendly,Lose
1994-05-01,Cameroon,Africa,Korea,Asia,2,2,Frendly,Draw
1994-05-01,Korea,Asia,Cameroon,Africa,2,2,Frendly,Draw
1994-05-03,Peru,South America,Colombia,South America,0,1,Frendly,Lose
1994-05-03,Colombia,South America,Peru,South America,1,0,Frendly,Win
1994-05-03,Honduras,North America,El Salvador,North America,1,3,Frendly,Lose
1994-05-03,El Salvador,North America,Honduras,North America,3,1,Frendly,Win
1994-05-03,Cameroon,Africa,Korea,Asia,1,2,Frendly,Lose
1994-05-03,Korea,Asia,Cameroon,Africa,2,1,Frendly,Win
1994-05-04,Saudi Arabia,Asia,Bolivia,South America,0,1,Frendly,Lose
1994-05-04,Bolivia,South America,Saudi Arabia,Asia,1,0,Frendly,Win
1994-05-04,Iceland,Europe,Brazil,South America,0,3,Frendly,Lose
1994-05-04,Brazil,South America,Iceland,Europe,3,0,Frendly,Win
1994-05-04,Poland,Europe,Hungary,Europe,3,2,Frendly,Win
1994-05-04,Hungary,Europe,Poland,Europe,2,3,Frendly,Lose
1994-05-05,Colombia,South America,El Salvador,North America,3,0,Frendly,Win
1994-05-05,El Salvador,North America,Colombia,South America,0,3,Frendly,Lose
1994-05-05,Honduras,North America,Peru,South America,2,1,Frendly,Win
1994-05-05,Peru,South America,Honduras,North America,1,2,Frendly,Lose
1994-05-05,Nigeria,Africa,Sweden,Europe,1,3,Frendly,Lose
1994-05-05,Sweden,Europe,Nigeria,Africa,3,1,Frendly,Win
1994-05-07,Estonia,Europe,USA,North America,0,4,Frendly,Lose
1994-05-07,USA,North America,Estonia,Europe,4,0,Frendly,Win
1994-05-09,Greece,Europe,Cameroon,Africa,0,3,Frendly,Lose
1994-05-09,Cameroon,Africa,Greece,Europe,3,0,Frendly,Win
1994-05-11,Cameroon,Africa,Bolivia,South America,1,1,Frendly,Draw
1994-05-11,Bolivia,South America,Cameroon,Africa,1,1,Frendly,Draw
1994-05-13,Greece,Europe,Bolivia,South America,0,0,Frendly,Draw
1994-05-13,Bolivia,South America,Greece,Europe,0,0,Frendly,Draw
1994-05-14,Suriname,South America,Nigeria,Africa,1,2,Frendly,Lose
1994-05-14,Nigeria,Africa,Suriname,South America,2,1,Frendly,Win
1994-05-17,Greece,Europe,England,Europe,0,5,Frendly,Lose
1994-05-17,England,Europe,Greece,Europe,5,0,Frendly,Win
1994-05-17,Austria,Europe,Poland,Europe,4,3,Frendly,Win
1994-05-17,Poland,Europe,Austria,Europe,3,4,Frendly,Lose
1994-05-18,Chile,South America,Argentina,South America,3,3,Frendly,Draw
1994-05-18,Argentina,South America,Chile,South America,3,3,Frendly,Draw
1994-05-18,Croatia,Europe,Hungary,Europe,2,2,Frendly,Draw
1994-05-18,Hungary,Europe,Croatia,Europe,2,2,Frendly,Draw
1994-05-19,Bolivia,South America,Iceland,Europe,0,1,Frendly,Lose
1994-05-19,Iceland,Europe,Bolivia,South America,1,0,Frendly,Win
1994-05-22,England,Europe,Norway,Europe,0,0,Frendly,Draw
1994-05-22,Norway,Europe,England,Europe,0,0,Frendly,Draw
1994-05-22,Japan,Asia,Australia,Oceania,1,1,Others,Draw
1994-05-22,Australia,Oceania,Japan,Asia,1,1,Others,Draw
1994-05-23,Wales,Europe,Estonia,Europe,2,1,Frendly,Win
1994-05-23,Estonia,Europe,Wales,Europe,1,2,Frendly,Lose
1994-05-23,Fiji,Oceania,Tahiti,Oceania,2,2,Frendly,Draw
1994-05-23,Tahiti,Oceania,Fiji,Oceania,2,2,Frendly,Draw
1994-05-24,Republic of Ireland,Europe,Bolivia,South America,1,0,Frendly,Win
1994-05-24,Bolivia,South America,Republic of Ireland,Europe,0,1,Frendly,Lose
1994-05-25,Chile,South America,Peru,South America,2,1,Frendly,Win
1994-05-25,Peru,South America,Chile,South America,1,2,Frendly,Lose
1994-05-25,Lithuania,Europe,Czech Republic,Europe,3,5,Frendly,Lose
1994-05-25,Czech Republic,Europe,Lithuania,Europe,5,3,Frendly,Win
1994-05-25,Ecuador,South America,Argentina,South America,1,0,Frendly,Win
1994-05-25,Argentina,South America,Ecuador,South America,0,1,Frendly,Lose
1994-05-25,Tahiti,Oceania,Fiji,Oceania,0,2,Frendly,Lose
1994-05-25,Fiji,Oceania,Tahiti,Oceania,2,0,Frendly,Win
1994-05-25,Ukraine,Europe,Belarus,Europe,3,1,Frendly,Win
1994-05-25,Belarus,Europe,Ukraine,Europe,1,3,Frendly,Lose
1994-05-25,Saudi Arabia,Asia,USA,North America,0,0,Frendly,Draw
1994-05-25,USA,North America,Saudi Arabia,Asia,0,0,Frendly,Draw
1994-05-26,Australia,Oceania,France,Europe,0,1,Others,Lose
1994-05-26,France,Europe,Australia,Oceania,1,0,Others,Win
1994-05-26,Denmark,Europe,Sweden,Europe,1,0,Frendly,Win
1994-05-26,Sweden,Europe,Denmark,Europe,0,1,Frendly,Lose
1994-05-27,Italy,Europe,Finland,Europe,2,0,Frendly,Win
1994-05-27,Finland,Europe,Italy,Europe,0,2,Frendly,Lose
1994-05-27,Scotland,Europe,Netherlands,Europe,1,3,Frendly,Lose
1994-05-27,Netherlands,Europe,Scotland,Europe,3,1,Frendly,Win
1994-05-27,Switzerland,Europe,Liechtenstein,Europe,2,0,Frendly,Win
1994-05-27,Liechtenstein,Europe,Switzerland,Europe,0,2,Frendly,Lose
1994-05-28,USA,North America,Greece,Europe,1,1,Frendly,Draw
1994-05-28,Greece,Europe,USA,North America,1,1,Frendly,Draw
1994-05-29,Germany,Europe,Republic of Ireland,Europe,0,2,Frendly,Lose
1994-05-29,Republic of Ireland,Europe,Germany,Europe,2,0,Frendly,Win
1994-05-29,Japan,Asia,France,Europe,1,4,Others,Lose
1994-05-29,France,Europe,Japan,Asia,4,1,Others,Win
1994-05-29,Russia,Europe,Slovakia,Europe,2,1,Frendly,Win
1994-05-29,Slovakia,Europe,Russia,Europe,1,2,Frendly,Lose
1994-05-31,Israel,Europe,Argentina,South America,0,3,Frendly,Lose
1994-05-31,Argentina,South America,Israel,Europe,3,0,Frendly,Win
1994-06-01,Canada,North America,Morocco,Africa,1,1,Frendly,Draw
1994-06-01,Morocco,Africa,Canada,North America,1,1,Frendly,Draw
1994-06-01,North Macedonia,Europe,Estonia,Europe,2,0,Frendly,Win
1994-06-01,Estonia,Europe,North Macedonia,Europe,0,2,Frendly,Lose
1994-06-01,Netherlands,Europe,Hungary,Europe,7,1,Frendly,Win
1994-06-01,Hungary,Europe,Netherlands,Europe,1,7,Frendly,Lose
1994-06-01,Norway,Europe,Denmark,Europe,2,1,Frendly,Win
1994-06-01,Denmark,Europe,Norway,Europe,1,2,Frendly,Lose
1994-06-01,Romania,Europe,Slovenia,Europe,0,0,Frendly,Draw
1994-06-01,Slovenia,Europe,Romania,Europe,0,0,Frendly,Draw
1994-06-02,Austria,Europe,Germany,Europe,1,5,Frendly,Lose
1994-06-02,Germany,Europe,Austria,Europe,5,1,Frendly,Win
1994-06-02,Finland,Europe,Spain,Europe,1,2,Frendly,Lose
1994-06-02,Spain,Europe,Finland,Europe,2,1,Frendly,Win
1994-06-02,Latvia,Europe,Malta,Europe,2,0,Frendly,Win
1994-06-02,Malta,Europe,Latvia,Europe,0,2,Frendly,Lose
1994-06-03,Bulgaria,Europe,Ukraine,Europe,1,1,Frendly,Draw
1994-06-03,Ukraine,Europe,Bulgaria,Europe,1,1,Frendly,Draw
1994-06-03,Colombia,South America,Northern Ireland,Europe,2,0,Frendly,Win
1994-06-03,Northern Ireland,Europe,Colombia,South America,0,2,Frendly,Lose
1994-06-03,Italy,Europe,Switzerland,Europe,1,0,Frendly,Win
1994-06-03,Switzerland,Europe,Italy,Europe,0,1,Frendly,Lose
1994-06-04,Croatia,Europe,Argentina,South America,0,0,Frendly,Draw
1994-06-04,Argentina,South America,Croatia,Europe,0,0,Frendly,Draw
1994-06-04,Trinidad and Tobago,South America,Saudi Arabia,Asia,2,3,Frendly,Lose
1994-06-04,Saudi Arabia,Asia,Trinidad and Tobago,South America,3,2,Frendly,Win
1994-06-04,USA,North America,Mexico,North America,1,0,Frendly,Win
1994-06-04,Mexico,North America,USA,North America,0,1,Frendly,Lose
1994-06-05,Canada,North America,Brazil,South America,1,1,Frendly,Draw
1994-06-05,Brazil,South America,Canada,North America,1,1,Frendly,Draw
1994-06-05,Colombia,South America,Greece,Europe,2,0,Frendly,Win
1994-06-05,Greece,Europe,Colombia,South America,0,2,Frendly,Lose
1994-06-05,Ecuador,South America,Korea,Asia,2,1,Frendly,Win
1994-06-05,Korea,Asia,Ecuador,South America,1,2,Frendly,Lose
1994-06-05,Czech Republic,Europe,Republic of Ireland,Europe,3,1,Frendly,Win
1994-06-05,Republic of Ireland,Europe,Czech Republic,Europe,1,3,Frendly,Lose
