Date,Open,High,Low,Close,Volume,Change
2019-11-01,28602,29304,28501,29204,717046,0.028273652336185284
2019-11-04,29405,29605,29204,29405,436509,0.006882618819339825
2019-11-05,29304,29906,29204,29806,502806,0.013637136541404526
2019-11-06,29906,30308,29706,30308,516744,0.016842246527544846
2019-11-07,30508,31010,29505,30308,1222184,0.0
2019-11-08,30507,31109,30307,30508,900774,0.006598917777484559
2019-11-11,30709,31111,30508,30910,509809,0.013176871640225407
2019-11-12,30910,31010,30508,30810,396292,-0.003235198964736341
2019-11-13,30609,30910,30308,30810,376959,0.0
2019-11-14,31009,31109,30507,31010,651414,0.006491398896462108
2019-11-15,31010,31211,30810,31211,281084,0.006481780070944909
2019-11-18,31210,31711,31210,31612,372362,0.012848034346864878
2019-11-19,31612,31612,31211,31412,323233,-0.006326711375427063
2019-11-20,31311,31913,31211,31412,332676,0.0
2019-11-21,31412,31512,30308,30910,666854,-0.01598115369922326
2019-11-22,30708,31209,30507,30709,335038,-0.006502749919120032
2019-11-25,30810,31412,30810,31412,300270,0.022892311700153156
2019-11-26,31511,31811,31411,31612,361401,0.006366993505666718
2019-11-27,31811,31911,31411,31612,294619,0.0
2019-11-28,31411,31610,31210,31512,218221,-0.0031633556877135316
2019-11-29,31311,31913,30810,31211,471253,-0.009551916730134558
2019-12-02,31311,31412,30810,31412,250192,0.00644003716638375
2019-12-03,31210,31511,30909,31512,235453,0.003183496752833248
2019-12-04,31310,31310,31009,31311,233141,-0.006378522467631376
2019-12-05,31211,31311,29806,30007,841460,-0.041646705630609016
2019-12-06,29906,30910,29906,30810,415390,0.026760422568067543
2019-12-09,30908,31008,30307,30408,267330,-0.013047711781889015
2019-12-10,30107,30408,29505,30007,516074,-0.013187319126545693
2019-12-11,30205,30205,29604,30107,480071,0.003332555736994758
2019-12-12,30308,30408,29905,30007,710378,-0.003321486697445808
2019-12-13,30207,30308,29806,30308,456822,0.010030992768353952
2019-12-16,30307,30506,30106,30408,297095,0.0032994588887422793
2019-12-17,30406,30506,30006,30207,275832,-0.006610102604577728
2019-12-18,30207,30508,30007,30308,252752,0.0033435958552654466
2019-12-19,30205,30306,29905,30107,175849,-0.00663191236637195
2019-12-20,30106,30707,30006,30107,545445,0.0
2019-12-23,30308,30308,29706,29806,283403,-0.009997674959311809
2019-12-24,29706,30107,29003,29405,367817,-0.013453667046903317
2019-12-26,29304,29706,29304,29706,320921,0.010236354361503164
2019-12-27,30007,30910,29906,30810,690548,0.03716420925065633
2019-12-30,30910,31111,30709,30810,428587,0.0
2020-01-02,30909,31010,30508,30609,241047,-0.006523855890944508
2020-01-03,30810,31111,30308,30609,314848,0.0
2020-01-06,30206,31109,30106,31010,393715,0.01310072200986645
2020-01-07,31110,32113,31009,32114,840186,0.035601418897129866
2020-01-08,31813,32516,31412,32014,851619,-0.0031139067073550075
2020-01-09,32816,33216,32615,32917,878319,0.02820640969575816
2020-01-10,33118,33419,32716,33118,401906,0.006106267278306099
2020-01-13,33217,33618,33117,33519,475667,0.012108219095356088
2020-01-14,33618,33818,33217,33519,423286,0.0
2020-01-15,33518,34220,33418,34121,462119,0.01795996300605629
2020-01-16,34120,34521,34120,34422,260049,0.008821546847982198
2020-01-17,34420,34621,33719,33820,354724,-0.017488815292545423
2020-01-20,33919,34119,33518,33820,380510,0.0
2020-01-21,33820,33921,32817,33118,389155,-0.020756948551153176
2020-01-22,33317,33919,33016,33318,504350,0.006039012017633905
2020-01-23,33718,33718,33016,33218,323420,-0.0030013806350921435
2020-01-28,32114,32817,32014,32616,513228,-0.018122704557769875
2020-01-29,33218,33318,32616,32817,255167,0.006162619573215622
2020-01-30,32716,33218,32215,32516,418908,-0.009172075448700356
2020-01-31,32614,32915,31812,31913,346067,-0.0185447164472875
2020-02-03,31311,32215,31311,32014,423907,0.0031648544480304963
2020-02-04,32414,33216,32214,33017,394773,0.03133004310614096
2020-02-05,33417,33517,32414,32716,456954,-0.009116515734318709
2020-02-06,33217,33718,32816,33318,552044,0.018400782491747147
2020-02-07,33519,34222,33318,33620,522100,0.009064169517978282
2020-02-10,33620,34021,33318,33921,375209,0.008953004164188094
2020-02-11,33920,34120,33719,34121,307120,0.005896052592789136
2020-02-12,34021,34523,33720,34523,407917,0.011781600773717038
2020-02-13,35025,36430,34824,35928,1877980,0.04069750601048572
2020-02-14,36329,37032,35928,36129,948085,0.00559452237808955
2020-02-17,36129,36530,35928,36229,329408,0.002767859614160262
2020-02-18,36229,36831,35928,36530,587253,0.00830826133760243
2020-02-19,36931,38236,36831,38136,1362998,0.04396386531617846
2020-02-20,38235,38435,37733,38236,547405,0.0026221942521502672
2020-02-21,37834,38435,37633,38035,558497,-0.005256826027827177
2020-02-24,37030,37331,36529,36831,792733,-0.03165505455501516
2020-02-25,36529,37331,36128,37232,596763,0.010887567538215182
2020-02-26,36830,37230,36429,36931,516378,-0.00808444348947146
2020-02-27,36929,37230,35425,35827,785062,-0.029893585334813566
2020-02-28,35025,35426,34222,34523,1022917,-0.036397130655650756
2020-03-02,35025,35426,34021,35125,793495,0.017437650262144055
2020-03-03,36229,36329,35125,35125,629017,0.0
2020-03-04,34923,36327,34923,36028,709188,0.025708185053380683
2020-03-05,36628,36729,35425,36028,821744,0.0
2020-03-06,35424,35825,34923,35225,568424,-0.02228822027312094
2020-03-09,34322,34422,33318,33620,805638,-0.04556422995031939
2020-03-10,33017,35025,32917,34724,950875,0.032837596668649605
2020-03-11,34523,35025,33519,33921,550227,-0.02312521598894135
2020-03-12,33519,33921,31813,32315,1218070,-0.047345302320096705
2020-03-13,30106,32413,29102,31913,1601985,-0.012440043323533989
2020-03-16,32514,32915,29604,29605,1252484,-0.07232162441638201
2020-03-17,28300,30205,28099,29605,1221046,0.0
2020-03-18,29806,30508,28200,28301,1107527,-0.04404661374767771
2020-03-19,29204,29505,25591,26896,2157141,-0.049644888873184745
2020-03-20,27698,30308,26996,30007,1765756,0.11566775728732903
2020-03-23,27697,29704,27597,28802,1569378,-0.040157296630786155
2020-03-24,30206,31109,29504,31010,1271387,0.07666134296229421
2020-03-25,32213,32614,30307,31010,1290376,0.0
2020-03-26,31109,31309,30106,30207,893688,-0.025894872621734955
2020-03-27,31412,31512,29906,30609,958988,0.013308173602145201
2020-03-30,30006,31008,29604,30709,668254,0.003267012970041394
2020-03-31,31111,31913,30508,31211,1042474,0.01634699925103389
2020-04-01,31309,31811,30106,30207,794295,-0.032168145846015794
2020-04-02,30507,31511,29905,31512,1043790,0.04320190684278469
2020-04-03,31811,31911,31110,31612,545749,0.003173394262503182
2020-04-06,31813,32315,31612,32215,807805,0.019075034796912638
2020-04-07,32815,33015,31812,32114,920798,-0.003135185472605939
2020-04-08,31913,32215,31713,31713,738303,-0.012486765896493779
2020-04-09,32315,32315,31612,31713,726920,0.0
2020-04-10,31813,32415,31512,32315,753323,0.018982751552990784
2020-04-13,32313,32313,31511,31612,470251,-0.021754603125483496
2020-04-14,32014,32215,31713,32014,430759,0.012716689864608277
2020-04-16,31912,33517,31812,33218,1005533,0.037608546261010734
2020-04-17,33921,34623,33620,34523,947794,0.03928592931543129
2020-04-20,34623,35928,34523,35125,859303,0.017437650262144055
2020-04-21,35424,35625,33819,35225,1232126,0.002846975088967918
2020-04-22,34923,35525,34421,35526,686146,0.008545067423704644
2020-04-23,36429,37431,36228,37232,1509799,0.04802116759556374
2020-04-24,37032,37835,36530,36731,1073684,-0.013456166738289643
2020-04-27,36730,37532,36429,36931,721963,0.005444991968636792
2020-04-28,37230,37431,36429,37132,668638,0.005442582112588301
2020-04-29,36930,37431,36629,36931,659512,-0.0054131207583755225
2020-05-04,36429,38134,36128,37433,1019409,0.013592916519996834
2020-05-06,37935,40143,37734,40043,2035947,0.06972457457323755
2020-05-07,40042,41646,39841,41347,2629709,0.032564992632919676
2020-05-08,41446,42148,40945,41347,1405404,0.0
2020-05-11,41547,42449,41447,41648,1048413,0.007279851017002459
2020-05-12,41948,43453,41346,43053,1563095,0.03373511333077217
2020-05-13,42451,43455,42451,43455,1113608,0.00933732840917001
2020-05-14,43354,45763,42953,45161,1459813,0.03925900356690826
2020-05-15,45861,46463,43353,44458,1524083,-0.015566528641969835
2020-05-18,44458,45261,43856,44358,744533,-0.0022493139592424383
2020-05-19,44456,44657,42952,44157,1308903,-0.004531313404571913
2020-05-20,44859,47066,44558,46465,1773960,0.05226804357180059
2020-05-21,47669,48172,47067,47670,1408737,0.02593349833207781
2020-05-22,47670,49878,47168,49577,1887064,0.040004195510803475
2020-05-25,50379,54193,49978,53792,2653776,0.0850192629646811
2020-05-26,54894,56098,52386,54193,3274293,0.007454640095181375
2020-05-27,52585,53589,51583,52286,2015974,-0.03518904655582822
2020-05-28,51683,54193,50681,53591,2495048,0.024958880006120232
2020-05-29,52887,53689,51683,52888,1645822,-0.013117874269933383
2020-06-01,52888,53390,52086,52989,1083698,0.0019096959612767694
2020-06-02,52688,52788,51584,52086,978846,-0.017041272716978972
2020-06-03,52084,52485,49676,50078,2302391,-0.03855162615674079
2020-06-04,49677,51584,49577,50982,1228950,0.01805183913095565
2020-06-05,50779,50879,49676,50379,1007264,-0.01182770389549248
2020-06-08,50680,51782,49877,51483,1417078,0.021913892693384174
2020-06-09,51283,52086,50681,51082,834862,-0.00778897888623431
2020-06-10,51482,52886,51482,52587,1575452,0.02946243295094164
2020-06-11,52988,53790,52386,53189,1724551,0.011447696198680246
2020-06-12,51482,53790,51382,53390,1688975,0.0037789768561169446
2020-06-15,53390,54394,50179,50681,1549230,-0.05073983892114631
2020-06-16,52285,52787,51783,52788,915456,0.04157376531639079
2020-06-17,52486,53790,51783,52788,1162204,0.0
2020-06-18,53088,53589,52285,52888,981144,0.0018943699325604246
2020-06-19,53689,54091,52586,52888,920126,0.0
2020-06-22,52888,55397,52286,54996,2008656,0.039857812736348475
2020-06-23,55999,58005,55597,56501,2166267,0.027365626591024705
2020-06-24,56500,57001,55196,56702,1081233,0.003557459160014931
2020-06-25,55897,56600,54895,55096,900258,-0.028323515925364195
2020-06-26,56098,56198,53791,55096,812726,0.0
2020-06-29,53990,54894,53389,53691,778818,-0.025500943807172938
2020-06-30,54592,54793,53690,53691,624089,0.0
2020-07-01,54494,55197,53691,54093,578023,0.007487288372352907
2020-07-02,54895,57303,54794,57304,1378545,0.05936073059360725
2020-07-03,58106,59610,57002,59010,1604493,0.029771045651263428
2020-07-06,59813,61720,59612,60315,1344851,0.022114895780376287
2020-07-07,61518,63825,61016,62322,1552820,0.03327530465058448
2020-07-08,62623,65835,61218,65835,1869663,0.056368537595070656
2020-07-09,67239,71353,66636,71354,2463503,0.08383078909394692
2020-07-10,70450,73861,69346,71354,2566935,0.0
2020-07-13,72057,72458,69247,70652,1391744,-0.009838271155085954
2020-07-14,68343,69546,68242,68845,1212519,-0.025576062956462642
2020-07-15,69044,70148,66636,67741,1487417,-0.01603602295010531
2020-07-16,66635,67338,64027,64630,1941508,-0.04592491991556069
2020-07-17,64027,65632,63024,65232,1268587,0.009314559801949507
2020-07-20,65232,65232,62222,62222,1534422,-0.046142997301937716
2020-07-21,64929,65431,62522,63426,1676630,0.019350069107389567
2020-07-22,62321,64528,61418,63827,1159298,0.006322328382682096
2020-07-23,63526,66136,63225,66136,1260435,0.03617591301486822
2020-07-24,65231,66836,64629,65132,907643,-0.015180839482278885
2020-07-27,64430,66136,64329,65534,603322,0.006172081311797584
2020-07-28,66638,67440,65935,66136,873063,0.009186071352275116
2020-07-29,66034,66837,65231,66537,618435,0.0060632635780815125
2020-07-30,67438,67639,66536,66637,615872,0.0015029231855960834
2020-07-31,67440,69046,67340,68946,1078837,0.03465041943664926
2020-08-03,69749,73462,69648,73462,1636803,0.06550053665187239
2020-08-04,75971,77075,72458,74265,1714642,0.010930821377038491
2020-08-05,73461,74464,72758,74365,1075879,0.0013465293206760265
2020-08-06,71955,74765,71755,73060,1848898,-0.017548577960061817
2020-08-07,73863,74265,70351,70853,1899111,-0.03020804817957845
2020-08-10,69448,71956,68544,71455,1086391,0.008496464511029922
2020-08-11,70550,71653,69748,70752,750285,-0.009838359806871422
2020-08-12,69948,71553,69748,71053,729434,0.004254296698326554
2020-08-13,72057,73261,71555,72358,1117859,0.018366571432592682
2020-08-14,72457,73460,71855,72759,825802,0.005541888941098527
2020-08-18,74565,78177,73762,75870,3032037,0.04275759699830939
2020-08-19,77173,77273,74665,75569,1359266,-0.003967312508237786
2020-08-20,75469,76874,72157,73161,1686740,-0.03186491815426962
2020-08-21,74265,74967,72659,74265,1021460,0.015090006970927217
2020-08-24,75168,76774,73763,76272,969648,0.027024843465966564
2020-08-25,77175,77275,75670,76473,887733,0.002635305223410933
2020-08-26,76372,79082,75870,78681,1351029,0.028872935545878997
2020-08-27,79584,82896,79483,82394,1981840,0.047190554263418116
2020-08-28,82994,83496,80285,81390,1506996,-0.012185353302424984
2020-08-31,82392,84399,80486,81691,1629751,0.003698243027398851
2020-09-01,82994,83496,80285,80587,1100736,-0.013514340625038201
2020-09-02,81390,82795,80587,82695,921655,0.026158065196619784
2020-09-03,83395,83496,81088,82293,739215,-0.004861237076002167
2020-09-04,78279,81189,78179,80688,1168529,-0.019503481462578853
2020-09-07,80587,80587,78480,78681,928939,-0.024873587150505694
2020-09-08,78980,79983,76371,78279,1020539,-0.005109238570938368
2020-09-09,76573,77878,76071,77075,935573,-0.015380881206964792
2020-09-10,78681,79584,77075,77376,936708,0.0039052870580602583
2020-09-11,76671,77073,75368,76071,792840,-0.016865694789081842
2020-09-14,75668,75868,74063,74967,830231,-0.014512757818353927
2020-09-15,74465,77275,74064,76473,860038,0.02008883908919934
2020-09-16,77075,77175,75670,75670,485743,-0.010500438063107187
2020-09-17,74965,75066,74063,74465,617702,-0.015924408616360464
2020-09-18,74064,75670,73462,74867,495271,0.005398509366816517
2020-09-21,74566,75068,73060,73161,530255,-0.022787075747659147
2020-09-22,72458,74064,70451,70853,880318,-0.03154686239936577
2020-09-23,71956,73663,70853,73362,930394,0.035411344614906914
2020-09-24,72458,72559,70451,70652,763638,-0.0369401052315913
2020-09-25,71453,71854,69547,70551,449701,-0.0014295419804110088
2020-09-28,71554,74664,71052,74064,674705,0.04979376621167675
2020-09-29,75168,75268,73060,73161,612054,-0.012192158133506159
2020-10-05,72357,74364,71855,74365,522228,0.016456855428438555
2020-10-06,74967,76974,74265,76573,765339,0.02969138707725416
2020-10-07,75869,76572,75468,76372,398285,-0.0026249461298368804
2020-10-08,76972,77675,76070,76071,624658,-0.003941235007594357
2020-10-12,76874,76874,74465,74566,471624,-0.019784149018679864
2020-10-13,75066,75668,74565,74666,302317,0.0013410937961000347
2020-10-14,74265,75268,73462,73964,333008,-0.009401869659550477
2020-10-15,73861,73962,72257,72659,422566,-0.017643718565788724
2020-10-16,72458,72659,71254,71756,400405,-0.01242791670680854
2020-10-19,71856,72759,70652,70853,362402,-0.012584313506884492
2020-10-20,69848,70852,68242,70752,759973,-0.0014254865707874487
2020-10-21,70451,72458,70451,70953,516282,0.0028409090909091717
2020-10-22,70551,70652,69347,70050,376380,-0.012726734598959899
2020-10-23,69947,70248,68242,68243,622592,-0.025795860099928625
2020-10-26,67641,68444,65835,66136,714722,-0.03087496153451641
2020-10-27,65132,68946,65132,67039,812610,0.0136536833192209
2020-10-28,67340,69548,67240,69548,629567,0.03742597592446195
2020-10-29,68644,69345,67941,68845,491546,-0.010108126761373404
2020-10-30,68843,69044,66235,66236,553748,-0.03789672452610937
2020-11-02,66335,67339,65834,67139,319856,0.013633069629808592
2020-11-03,67139,68043,66637,67541,403786,0.005987578009800654
2020-11-04,68343,72457,68242,72157,1431026,0.06834367273211828
2020-11-05,72057,73964,70853,72860,1061367,0.009742644511274046
2020-11-06,73662,76370,73361,74365,1315572,0.02065605270381554
2020-11-09,75268,75469,73763,74566,593735,0.002702884421434737
2020-11-10,71756,72559,71053,71455,1105100,-0.04172142799667411
2020-11-11,70550,71954,69748,71354,713843,-0.0014134770135050267
2020-11-12,72258,73161,71254,71756,555279,0.005633881772570515
2020-11-13,71254,73462,71254,73362,538206,0.02238140364568819
2020-11-16,74463,74564,72156,72659,557987,-0.009582617703988494
2020-11-17,71855,73259,71454,72659,452275,0.0
2020-11-18,72258,73964,72157,73362,484493,0.009675332718589669
2020-11-19,73763,74566,73362,73362,430120,0.0
2020-11-20,73562,73863,72659,73362,267266,0.0
2020-11-23,73964,74064,73261,73663,363196,0.0041029415773834454
2020-11-24,73562,75670,73562,74867,649755,0.016344704940064902
2020-11-25,75770,75770,73462,73663,703279,-0.016081851817222548
2020-11-26,73763,75168,73562,75068,539570,0.01907334754218537
2020-11-27,75369,75770,74465,74867,335836,-0.002677572334416789
2020-11-30,74865,75066,73862,73863,544990,-0.013410447860873309
2020-12-01,74164,75268,74064,75168,452723,0.0176678445229681
2020-12-02,75369,75369,74465,74867,440500,-0.004004363558961277
2020-12-03,74867,75068,74064,75068,464371,0.0026847609761309066
2020-12-04,75068,78781,74465,78179,1561745,0.041442425534182314
2020-12-07,79281,79281,76371,77275,894743,-0.011563207510968398
2020-12-08,77777,77878,75068,75168,768600,-0.02726625687479778
2020-12-09,75267,75868,74866,75268,579905,0.0013303533418476121
2020-12-10,74464,75868,73762,74365,818557,-0.011997130254557065
2020-12-11,75068,76272,74867,75168,438405,0.01079809049956304
2020-12-14,75567,76471,74766,74967,480288,-0.002674010217113665
2020-12-15,74965,75367,74063,74465,393157,-0.006696279696399743
2020-12-16,74966,75266,74464,74666,269253,0.0026992546834083697
2020-12-17,75066,75066,73963,74064,455131,-0.008062571987249911
2020-12-18,74064,74164,73362,73663,427433,-0.005414236336141687
2020-12-21,73663,76272,73663,76172,819879,0.03406051884935457
2020-12-22,76270,78177,75368,75469,876516,-0.009229113059917027
2020-12-23,76471,77374,75669,75770,629952,0.003988392585034806
2020-12-24,75971,76272,74666,75068,465132,-0.009264880559588184
2020-12-28,75168,75670,74164,74867,646464,-0.002677572334416789
2020-12-29,76472,77375,75869,77175,857404,0.03082800165627053
2020-12-30,77175,79082,76974,78179,813142,0.01300939423388403
2021-01-04,78680,79583,77375,79483,853740,0.016679671011397
2021-01-05,78880,79381,77676,78881,748559,-0.007573946630097028
2021-01-06,79282,82291,79181,79383,1435715,0.006364016683358509
2021-01-07,80687,80987,78880,80788,775191,0.017699003564995097
2021-01-08,82896,87512,81189,87111,2466715,0.07826657424369965
2021-01-11,88515,92929,86106,90924,3157747,0.04377173950476987
2021-01-12,89518,92327,86909,91827,1577872,0.009931371255114119
2021-01-13,92026,92729,90221,91225,806402,-0.006555806026549926
2021-01-14,91123,92929,90321,90623,802076,-0.006599068237873373
2021-01-15,90722,92127,87611,87813,995726,-0.031007580856956873
2021-01-18,87010,88616,85706,85806,839984,-0.022855385876806356
2021-01-19,85906,89218,85906,88315,583997,0.02924037946064373
2021-01-20,89921,90322,87713,89118,596340,0.00909245315065399
2021-01-21,90824,92530,90724,91125,679093,0.022520702888305433
2021-01-22,91525,95539,90823,92931,1162395,0.019818930041152205
2021-01-25,94738,95440,92329,95039,720170,0.022683496357512656
2021-01-26,96143,96143,92430,92530,812266,-0.026399688548911504
2021-01-27,92931,95741,92530,93333,719814,0.008678266508159505
2021-01-28,91125,94035,90724,91928,921812,-0.015053625191518538
2021-01-29,92329,92430,87512,88516,1070093,-0.037116003829083644
2021-02-01,87512,88917,85304,88616,910101,0.0011297392561797626
2021-02-02,90322,91727,89017,89419,662905,0.00906156901688182
2021-02-03,90422,92730,89720,92731,758097,0.03703910801954846
2021-02-04,92929,92929,90120,91225,516837,-0.016240523665225215
2021-02-05,91727,92530,89820,91326,408416,0.0011071526445600721
2021-02-08,91325,92729,90321,91727,516115,0.004390863499988962
2021-02-09,92329,93835,90824,92530,735565,0.008754238119637714
2021-02-10,93533,98449,93533,98250,1814483,0.0618177888252458
2021-02-15,100156,101360,98751,100759,1052548,0.025536895674300286
2021-02-16,101161,104172,100258,103168,1076048,0.023908534225230538
2021-02-17,103367,103367,100959,102164,562572,-0.009731699751861056
2021-02-18,101562,103770,100559,100559,466922,-0.01571003484593403
2021-02-19,99756,101562,98351,101161,695664,0.005986535267852755
2021-02-22,101360,102363,98350,98451,640993,-0.026788979942863334
2021-02-23,96645,98852,95741,97749,665417,-0.0071304506810494495
2021-02-24,97749,98853,94838,95039,667209,-0.02772406878842748
2021-02-25,95942,97247,95039,97247,562549,0.023232567682740735
2021-02-26,99854,100757,96443,97949,1617276,0.007218731683239499
2021-03-02,100157,101161,98351,98652,922034,0.007177204463547415
2021-03-03,98450,99353,97948,99053,528321,0.0040647934152373555
2021-03-04,97847,98349,96543,96745,694890,-0.023300657223910393
2021-03-05,94135,95137,92930,94537,712633,-0.022822884903612617
2021-03-08,94738,95240,91125,91125,681524,-0.036091688968340474
2021-03-09,90021,90623,87211,88516,1068670,-0.028631001371742126
2021-03-10,90823,93230,90120,92329,899669,0.043076957838130925
2021-03-11,92430,97247,91727,96143,928091,0.04130879788582131
2021-03-12,98148,98349,95740,96544,435063,0.004170870474189403
2021-03-15,96344,96745,94738,96143,345981,-0.004153546569439892
2021-03-16,96544,97347,95942,96143,270853,0.0
2021-03-17,96142,98549,95941,97347,403953,0.012523012595820893
2021-03-18,98049,101159,97547,99956,771697,0.02680103136203482
2021-03-19,98050,99755,97146,98853,516981,-0.01103485533634796
2021-03-22,98953,99654,97949,99154,315035,0.0030449252931119553
2021-03-23,99553,100958,97447,98451,379964,-0.007089981241301446
2021-03-24,97647,98751,96744,98752,288563,0.003057358482900119
2021-03-25,98349,98549,96744,97347,388531,-0.014227559948152946
2021-03-26,97948,99353,97547,99354,384547,0.020616968165428906
2021-03-29,99555,99655,97347,97849,349113,-0.015147855144231781
2021-03-30,98350,99754,98249,99053,311073,0.012304673527578247
2021-03-31,99153,101360,98550,99956,503036,0.009116331660828036
2021-04-01,100357,101159,98751,100157,412423,0.0020108847893072213
2021-04-02,101964,101964,100157,100559,298641,0.004013698493365414
2021-04-05,100959,101360,100357,100759,310400,0.00198888214878834
2021-04-06,101561,109389,101361,109189,1724958,0.08366498278069456
2021-04-07,109188,109188,105576,108788,820896,-0.0036725311157717044
2021-04-08,108185,112600,107181,109992,912514,0.011067397139390422
2021-04-09,111197,112602,110594,112000,788839,0.01825587315441113
2021-04-12,0,0,0,112000,0,0.0
2021-04-13,0,0,0,112000,0,0.0
2021-04-14,0,0,0,112000,0,0.0
2021-04-15,120500,132500,118000,120500,17115015,0.0758928571428572
2021-04-16,115500,120500,115500,119000,13709555,-0.012448132780082943
2021-04-19,119999,122000,117500,119000,5441693,0.0
2021-04-20,119000,120999,118000,119500,2952174,0.004201680672268893
2021-04-21,119500,119500,117000,118000,4461636,-0.012552301255230103
2021-04-22,118000,119500,117500,117500,2279180,-0.004237288135593209
2021-04-23,116500,118500,114500,117500,2473720,0.0
2021-04-26,118000,118000,117500,118000,1729458,0.004255319148936065
2021-04-27,118500,124500,118500,121500,5332544,0.029661016949152463
2021-04-28,121500,122000,119000,119500,2276272,-0.016460905349794275
2021-04-29,120000,120500,115500,117000,3445462,-0.02092050209205021
2021-04-30,117000,117000,113000,113500,4405688,-0.02991452991452992
2021-05-03,112500,116000,110000,114500,2832622,0.008810572687224738
2021-05-04,113500,116000,112000,115500,2228466,0.008733624454148492
2021-05-06,115000,117500,113500,115000,3234424,-0.0043290043290042934
2021-05-07,115500,117000,114000,114500,2040844,-0.004347826086956497
2021-05-10,115500,116500,114500,116000,1898994,0.013100436681222627
2021-05-11,115000,117000,114500,114500,1875600,-0.012931034482758674
2021-05-12,115000,115500,112000,113000,2558482,-0.013100436681222738
2021-05-13,109000,111000,108000,109500,4201490,-0.030973451327433676
2021-05-14,109500,111500,108000,109000,2276082,-0.004566210045662156
2021-05-17,109000,111000,109000,110500,1656454,0.013761467889908285
2021-05-18,111500,114500,111000,113000,1585701,0.02262443438914019
2021-05-20,112500,115500,112000,113500,2135101,0.004424778761061843
2021-05-21,116000,119000,114500,117000,3018548,0.03083700440528636
2021-05-24,116500,118000,115500,116500,1715308,-0.004273504273504258
2021-05-25,117000,118000,116000,118000,1777001,0.012875536480686733
2021-05-26,118500,120000,117500,119500,2308405,0.012711864406779627
2021-05-27,120000,125000,119500,125000,7398732,0.046025104602510414
2021-05-28,125000,125500,120500,122000,3685820,-0.02400000000000002
2021-05-31,122000,123000,120500,123000,2299358,0.008196721311475308
2021-06-01,123500,127000,123000,127000,3573808,0.03252032520325199
2021-06-02,128000,129500,126000,127000,2597446,0.0
2021-06-03,127500,128500,126000,126500,1737466,-0.003937007874015741
2021-06-04,126000,126000,123000,124000,2668254,-0.01976284584980237
2021-06-07,125000,127000,125000,126000,1905198,0.016129032258064502
2021-06-08,127000,128500,126500,128500,2248373,0.01984126984126977
2021-06-09,128500,130000,128500,129000,1936747,0.0038910505836575737
2021-06-10,130000,135000,129500,133500,5564011,0.03488372093023262
2021-06-11,134500,136500,132000,135500,3674400,0.014981273408239737
2021-06-14,136000,143000,136000,142500,6240394,0.05166051660516602
2021-06-15,143500,144500,140500,144500,4950329,0.01403508771929829
2021-06-16,144000,146000,142500,143000,4996272,-0.01038062283737029
2021-06-17,142000,149500,140500,148000,5408889,0.034965034965035
2021-06-18,150000,157500,149500,155000,7706345,0.04729729729729737
2021-06-21,155500,159500,152000,155000,8324948,0.0
2021-06-22,158000,159000,155500,159000,4662042,0.02580645161290329
2021-06-23,162500,170000,161000,169500,9078797,0.0660377358490567
2021-06-24,172000,173000,155500,157000,18408195,-0.07374631268436582
2021-06-25,155000,159500,150500,154500,12271446,-0.015923566878980888
2021-06-28,154500,157500,154000,155000,5141409,0.003236245954692629
2021-06-29,156000,158000,154500,158000,3938542,0.019354838709677358
2021-06-30,159000,165000,157500,163000,7305590,0.03164556962025311
2021-07-01,164000,165500,159500,160000,4630280,-0.018404907975460127
2021-07-02,158500,161500,156000,159500,4407703,-0.0031250000000000444
2021-07-05,160500,162000,156500,157000,4506967,-0.01567398119122254
2021-07-06,157500,159000,157000,157500,2045164,0.0031847133757962887
2021-07-07,158500,163500,158500,161000,4413394,0.022222222222222143
2021-07-08,161500,164500,161000,163000,4121257,0.012422360248447228
2021-07-09,161500,162000,158500,160500,3795528,-0.015337423312883458
2021-07-12,161000,162500,158000,162000,3248064,0.009345794392523255
2021-07-13,162500,163500,160500,161000,3859736,-0.006172839506172867
2021-07-14,161500,164500,161000,162000,3352019,0.006211180124223503
2021-07-15,162000,162000,158500,159500,3821843,-0.015432098765432056
2021-07-16,158500,159500,157000,157000,3423188,-0.01567398119122254
2021-07-19,155500,155500,154000,154000,3475792,-0.019108280254777066
2021-07-20,151500,153000,149000,152000,6652856,-0.012987012987012991
2021-07-21,153000,155500,144500,145000,10409836,-0.046052631578947345
2021-07-22,144500,148000,142500,147500,5759268,0.01724137931034475
2021-07-23,148500,153500,147500,149500,5249906,0.013559322033898313
2021-07-26,151500,153000,146500,147500,4071898,-0.013377926421404673
2021-07-27,147500,149000,145500,148000,3357695,0.003389830508474523
2021-07-28,147000,149500,146500,148000,2716816,0.0
2021-07-29,148500,149000,147500,148500,1766172,0.0033783783783782884
2021-07-30,149000,149500,147000,147000,2057332,-0.010101010101010055
2021-08-02,147000,148500,145000,146000,2172117,-0.006802721088435382
2021-08-03,146000,146500,143000,144000,2697098,-0.013698630136986356
2021-08-04,144500,150000,144000,149500,3136752,0.03819444444444442
2021-08-05,150000,151500,148500,149000,2254087,-0.0033444816053511683
2021-08-06,149500,149500,145000,145500,4155669,-0.023489932885906062
2021-08-09,145500,149000,144000,148000,3017396,0.01718213058419238
2021-08-10,148000,148500,144500,146500,2074409,-0.010135135135135087
2021-08-11,145500,147500,144000,144000,1754472,-0.017064846416382284
2021-08-12,146000,148000,144000,147500,2950088,0.02430555555555558
